message,label,source
No need to ke qi... Ü too bored izzit y suddenly thk of this...,legitimate,SMSSpamCollection
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,legitimate,SMSSpamCollection
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,fraudulent,SMSSpamCollection
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",legitimate,SMSSpamCollection
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",legitimate,SMSSpamCollection
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,legitimate,SMSSpamCollection
How? Izzit still raining?,legitimate,SMSSpamCollection
As if i wasn't having enough trouble sleeping.,legitimate,SMSSpamCollection
I havent add ü yet right.. ,legitimate,SMSSpamCollection
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,legitimate,SMSSpamCollection
Babe ? I lost you ... Will you try rebooting ?,legitimate,SMSSpamCollection
Yes. Nigh you cant aha.,legitimate,SMSSpamCollection
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,legitimate,SMSSpamCollection
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,legitimate,SMSSpamCollection
Sos! Any amount i can get pls.,legitimate,SMSSpamCollection
"Playin space poker, u?",legitimate,SMSSpamCollection
How come guoyang go n tell her? Then u told her?,legitimate,SMSSpamCollection
You need to get up. Now.,legitimate,SMSSpamCollection
They r giving a second chance to rahul dengra.,legitimate,SMSSpamCollection
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",legitimate,SMSSpamCollection
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,legitimate,SMSSpamCollection
Y ü wan to go there? C doctor?,legitimate,SMSSpamCollection
Does daddy have a bb now.,legitimate,SMSSpamCollection
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",fraudulent,SMSSpamCollection
She's borderline but yeah whatever.,legitimate,SMSSpamCollection
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,legitimate,SMSSpamCollection
"Until 545 lor... Ya, can go 4 dinner together...",legitimate,SMSSpamCollection
I will be gentle princess! We will make sweet gentle love...,legitimate,SMSSpamCollection
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,legitimate,SMSSpamCollection
"Sorry, went to bed early, nightnight",legitimate,SMSSpamCollection
I like to think there's always the possibility of being in a pub later.,legitimate,SMSSpamCollection
HMM yeah if your not too grooved out! And im looking forward to my pound special :),legitimate,SMSSpamCollection
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,legitimate,SMSSpamCollection
Hi dude hw r u da realy mising u today,legitimate,SMSSpamCollection
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,legitimate,SMSSpamCollection
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,fraudulent,SMSSpamCollection
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,legitimate,SMSSpamCollection
I knew it... U slept v late yest? Wake up so late...,legitimate,SMSSpamCollection
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,legitimate,SMSSpamCollection
Where is that one day training:-),legitimate,SMSSpamCollection
So i could kiss and feel you next to me...,legitimate,SMSSpamCollection
Have a nice day my dear.,legitimate,SMSSpamCollection
I sent lanre fakeye's Eckankar details to the mail box,legitimate,SMSSpamCollection
Your dad is back in ph?,legitimate,SMSSpamCollection
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",fraudulent,SMSSpamCollection
If you ask her or she say any please message.,legitimate,SMSSpamCollection
"If e timing can, then i go w u lor...",legitimate,SMSSpamCollection
Love you aathi..love u lot..,legitimate,SMSSpamCollection
I was just callin to say hi. Take care bruv!,legitimate,SMSSpamCollection
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,fraudulent,SMSSpamCollection
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,legitimate,SMSSpamCollection
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,legitimate,SMSSpamCollection
"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",legitimate,SMSSpamCollection
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,fraudulent,SMSSpamCollection
WOT U UP 2 J?,legitimate,SMSSpamCollection
"Night night, see you tomorrow",legitimate,SMSSpamCollection
Roger that. We‘re probably going to rem in about 20,legitimate,SMSSpamCollection
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,legitimate,SMSSpamCollection
I wish u were here. I feel so alone,legitimate,SMSSpamCollection
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,fraudulent,SMSSpamCollection
Reason is if the team budget is available at last they buy the unsold players for at base rate..,legitimate,SMSSpamCollection
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,legitimate,SMSSpamCollection
ringtoneking 84484,fraudulent,SMSSpamCollection
Huh i cant thk of more oredi how many pages do we have?,legitimate,SMSSpamCollection
His frens go then he in lor. Not alone wif my mum n sis lor.,legitimate,SMSSpamCollection
Nationwide auto centre (or something like that) on Newport road. I liked them there,legitimate,SMSSpamCollection
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",legitimate,SMSSpamCollection
"Whatever, juliana. Do whatever you want.",legitimate,SMSSpamCollection
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",legitimate,SMSSpamCollection
Ringtone Club: Gr8 new polys direct to your mobile every week !,fraudulent,SMSSpamCollection
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",legitimate,SMSSpamCollection
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,legitimate,SMSSpamCollection
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,fraudulent,SMSSpamCollection
I am on the way to ur home,legitimate,SMSSpamCollection
"Dizzamn, aight I'll ask my suitemates when I get back",legitimate,SMSSpamCollection
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",legitimate,SMSSpamCollection
I love to cuddle! I want to hold you in my strong arms right now...,legitimate,SMSSpamCollection
R u in this continent?,legitimate,SMSSpamCollection
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,legitimate,SMSSpamCollection
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,fraudulent,SMSSpamCollection
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,fraudulent,SMSSpamCollection
K...k...when will you give treat?,legitimate,SMSSpamCollection
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",fraudulent,SMSSpamCollection
He's just gonna worry for nothing. And he won't give you money its no use.,legitimate,SMSSpamCollection
Did you get any gift? This year i didnt get anything. So bad,legitimate,SMSSpamCollection
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,legitimate,SMSSpamCollection
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,legitimate,SMSSpamCollection
", ow u dey.i paid 60,400thousad.i told  u would call . ",legitimate,SMSSpamCollection
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,legitimate,SMSSpamCollection
I'm reaching home in 5 min.,legitimate,SMSSpamCollection
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",legitimate,SMSSpamCollection
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,legitimate,SMSSpamCollection
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",fraudulent,SMSSpamCollection
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraudulent,SMSSpamCollection
Discussed with your mother ah?,legitimate,SMSSpamCollection
Ok.,legitimate,SMSSpamCollection
"Sorry, I can't text &amp; drive coherently, see you in twenty",legitimate,SMSSpamCollection
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,fraudulent,SMSSpamCollection
In which place i can get rooms cheap:-),legitimate,SMSSpamCollection
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,legitimate,SMSSpamCollection
GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,legitimate,SMSSpamCollection
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",fraudulent,SMSSpamCollection
University of southern california.,legitimate,SMSSpamCollection
We have to pick rayan macleran there.,legitimate,SMSSpamCollection
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,legitimate,SMSSpamCollection
Well. Balls. Time to make calls,legitimate,SMSSpamCollection
Wat time ü wan today?,legitimate,SMSSpamCollection
 &lt;#&gt;  in mca. But not conform.,legitimate,SMSSpamCollection
Oh ok.. Wat's ur email?,legitimate,SMSSpamCollection
"Yes, princess. Are you going to make me moan?",legitimate,SMSSpamCollection
Lol its ok I didn't remember til last nite,legitimate,SMSSpamCollection
"[…] anyway, many good evenings to u! s",legitimate,SMSSpamCollection
"Cool, I'll text you in a few",legitimate,SMSSpamCollection
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",legitimate,SMSSpamCollection
I'm very happy for you babe ! Woo hoo party on dude!,legitimate,SMSSpamCollection
I am taking you for italian food. How about a pretty dress with no panties? :),legitimate,SMSSpamCollection
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,legitimate,SMSSpamCollection
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,fraudulent,SMSSpamCollection
How are you holding up?,legitimate,SMSSpamCollection
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,legitimate,SMSSpamCollection
Hope you are not scared!,legitimate,SMSSpamCollection
I cant pick the phone right now. Pls send a message,legitimate,SMSSpamCollection
I'm at home n ready...,legitimate,SMSSpamCollection
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraudulent,SMSSpamCollection
What time do u get out?,legitimate,SMSSpamCollection
I am literally in bed and have been up for like  &lt;#&gt;  hours,legitimate,SMSSpamCollection
"Yes, my reg is  Ciao!",legitimate,SMSSpamCollection
If You mean the website. Yes.,legitimate,SMSSpamCollection
Win a £1000 cash prize or a prize worth £5000,fraudulent,SMSSpamCollection
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",fraudulent,SMSSpamCollection
Lol or I could just starve and lose a pound by the end of the day.,legitimate,SMSSpamCollection
Yeah that's the impression I got,legitimate,SMSSpamCollection
Ok ok take care. I can understand.,legitimate,SMSSpamCollection
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",legitimate,SMSSpamCollection
"Ya ok, then had dinner?",legitimate,SMSSpamCollection
I was slept that time.you there?,legitimate,SMSSpamCollection
dont make ne plans for nxt wknd coz she wants us to come down then ok,legitimate,SMSSpamCollection
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,legitimate,SMSSpamCollection
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",legitimate,SMSSpamCollection
Noice. Text me when you're here,legitimate,SMSSpamCollection
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,legitimate,SMSSpamCollection
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,fraudulent,SMSSpamCollection
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",fraudulent,SMSSpamCollection
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",legitimate,SMSSpamCollection
Hi dear we saw dear. We both are happy. Where you my battery is low,legitimate,SMSSpamCollection
How are you. Its been ages. How's abj,legitimate,SMSSpamCollection
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,legitimate,SMSSpamCollection
Dont kick coco when he's down,legitimate,SMSSpamCollection
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,legitimate,SMSSpamCollection
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",fraudulent,SMSSpamCollection
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,fraudulent,SMSSpamCollection
Hope youre not having too much fun without me!! see u tomorrow love jess x,legitimate,SMSSpamCollection
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,legitimate,SMSSpamCollection
I've reached home n i bathe liao... U can call me now...,legitimate,SMSSpamCollection
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,fraudulent,SMSSpamCollection
Was the actual exam harder than NBME,legitimate,SMSSpamCollection
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,legitimate,SMSSpamCollection
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",legitimate,SMSSpamCollection
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,fraudulent,SMSSpamCollection
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,legitimate,SMSSpamCollection
Gam gone after outstanding innings.,legitimate,SMSSpamCollection
O i played smash bros  &lt;#&gt;  religiously.,legitimate,SMSSpamCollection
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",legitimate,SMSSpamCollection
Hurry home. Soup is DONE!,legitimate,SMSSpamCollection
No no. I will check all rooms befor activities,legitimate,SMSSpamCollection
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",legitimate,SMSSpamCollection
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,legitimate,SMSSpamCollection
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",fraudulent,SMSSpamCollection
Lemme know when you're here,legitimate,SMSSpamCollection
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,fraudulent,SMSSpamCollection
He needs to stop going to bed and make with the fucking dealing,legitimate,SMSSpamCollection
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",legitimate,SMSSpamCollection
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,fraudulent,SMSSpamCollection
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",legitimate,SMSSpamCollection
I remain unconvinced that this isn't an elaborate test of my willpower,legitimate,SMSSpamCollection
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",legitimate,SMSSpamCollection
how are you? I miss you!,legitimate,SMSSpamCollection
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,legitimate,SMSSpamCollection
"Hey , is * rite u put »10 evey mnth is that all?",legitimate,SMSSpamCollection
i am going to bed now prin,legitimate,SMSSpamCollection
I think just yourself …Thanks and see you tomo,legitimate,SMSSpamCollection
If u dun drive then how i go 2 sch.,legitimate,SMSSpamCollection
I not at home now lei...,legitimate,SMSSpamCollection
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,fraudulent,SMSSpamCollection
Ok then i will come to ur home after half an hour,legitimate,SMSSpamCollection
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,fraudulent,SMSSpamCollection
Do u hav any frnd by name ashwini in ur college?,legitimate,SMSSpamCollection
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,legitimate,SMSSpamCollection
K then 2marrow are you coming to class.,legitimate,SMSSpamCollection
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",fraudulent,SMSSpamCollection
Pls send me your address sir.,legitimate,SMSSpamCollection
I want to lick your pussy now...,legitimate,SMSSpamCollection
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",legitimate,SMSSpamCollection
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,fraudulent,SMSSpamCollection
"I'll see, but prolly yeah",legitimate,SMSSpamCollection
Thought we could go out for dinner. I'll treat you! Seem ok?,legitimate,SMSSpamCollection
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,legitimate,SMSSpamCollection
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,legitimate,SMSSpamCollection
What you doing?how are you?,legitimate,SMSSpamCollection
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",legitimate,SMSSpamCollection
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,legitimate,SMSSpamCollection
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),legitimate,SMSSpamCollection
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",legitimate,SMSSpamCollection
Yunny... I'm goin to be late,legitimate,SMSSpamCollection
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,legitimate,SMSSpamCollection
"Cool, want me to go to kappa or should I meet you outside mu",legitimate,SMSSpamCollection
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",legitimate,SMSSpamCollection
May b approve panalam...but it should have more posts..,legitimate,SMSSpamCollection
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",fraudulent,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
I dont thnk its a wrong calling between us,legitimate,SMSSpamCollection
Me i'm not workin. Once i get job...,legitimate,SMSSpamCollection
And by when you're done I mean now,legitimate,SMSSpamCollection
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",legitimate,SMSSpamCollection
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,legitimate,SMSSpamCollection
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,fraudulent,SMSSpamCollection
Is it your yahoo boys that bring in the perf? Or legal.,legitimate,SMSSpamCollection
No need to say anything to me. I know i am an outsider,legitimate,SMSSpamCollection
have you ever had one foot before?,legitimate,SMSSpamCollection
Just got to  &lt;#&gt;,legitimate,SMSSpamCollection
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",legitimate,SMSSpamCollection
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",legitimate,SMSSpamCollection
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,legitimate,SMSSpamCollection
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),legitimate,SMSSpamCollection
Infact happy new year. How are you where are you when are we seeing,legitimate,SMSSpamCollection
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",fraudulent,SMSSpamCollection
That's a shame! Maybe cld meet for few hrs tomo?,legitimate,SMSSpamCollection
Lol I would but despite these cramps I like being a girl.,legitimate,SMSSpamCollection
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,legitimate,SMSSpamCollection
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,legitimate,SMSSpamCollection
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,fraudulent,SMSSpamCollection
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",legitimate,SMSSpamCollection
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,legitimate,SMSSpamCollection
Ü comin to fetch us oredi...,legitimate,SMSSpamCollection
What's nannys address?,legitimate,SMSSpamCollection
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",fraudulent,SMSSpamCollection
Haf u eaten? Wat time u wan me 2 come?,legitimate,SMSSpamCollection
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,fraudulent,SMSSpamCollection
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",legitimate,SMSSpamCollection
This single single answers are we fighting? Plus i said am broke and you didnt reply,legitimate,SMSSpamCollection
It certainly puts things into perspective when something like this happens,legitimate,SMSSpamCollection
Now got tv 2 watch meh? U no work today?,legitimate,SMSSpamCollection
i felt so...not any conveying reason.. Ese he... What about me?,legitimate,SMSSpamCollection
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,fraudulent,SMSSpamCollection
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,legitimate,SMSSpamCollection
I told that am coming on wednesday.,legitimate,SMSSpamCollection
"Its ok, called mom instead have fun",legitimate,SMSSpamCollection
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",fraudulent,SMSSpamCollection
Well if I'm that desperate I'll just call armand again,legitimate,SMSSpamCollection
Are you at work right now ?,legitimate,SMSSpamCollection
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,fraudulent,SMSSpamCollection
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,legitimate,SMSSpamCollection
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",legitimate,SMSSpamCollection
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,legitimate,SMSSpamCollection
And pls pls drink plenty plenty water,legitimate,SMSSpamCollection
How are you doing. How's the queen. Are you going for the royal wedding,legitimate,SMSSpamCollection
He's in lag. That's just the sad part but we keep in touch thanks to skype,legitimate,SMSSpamCollection
Ok lor then we go tog lor...,legitimate,SMSSpamCollection
Two teams waiting for some players,legitimate,SMSSpamCollection
Can ü send me a copy of da report?,legitimate,SMSSpamCollection
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",legitimate,SMSSpamCollection
"Ok da, i already planned. I wil pick you.",legitimate,SMSSpamCollection
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",fraudulent,SMSSpamCollection
"Sorry, I'll call later in meeting",legitimate,SMSSpamCollection
I just really need shit before tomorrow and I know you won't be awake before like 6,legitimate,SMSSpamCollection
I'm good. Have you registered to vote?,legitimate,SMSSpamCollection
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",legitimate,SMSSpamCollection
Dear got bus directly to calicut,legitimate,SMSSpamCollection
Mm umma ask vava also to come tell him can play later together,legitimate,SMSSpamCollection
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",legitimate,SMSSpamCollection
&lt;#&gt;  w jetton ave if you forgot,legitimate,SMSSpamCollection
Ok i'm coming home now.,legitimate,SMSSpamCollection
Can not use foreign stamps in this country.,legitimate,SMSSpamCollection
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",fraudulent,SMSSpamCollection
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",legitimate,SMSSpamCollection
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,fraudulent,SMSSpamCollection
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",fraudulent,SMSSpamCollection
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",fraudulent,SMSSpamCollection
I will come tomorrow di,legitimate,SMSSpamCollection
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,legitimate,SMSSpamCollection
